VideoID,Vote1,Vote2,Vote3,Vote4,Vote5,Vote6,Vote7,Vote8,Vote9,Vote10,Vote11,Vote12,Vote13,Vote14,Vote15,Vote16,Vote17,Vote18,Vote19,Vote20,StdDev,Mode,GA
20_00_0066,4,1,3,1,3,4,1,4,3,4,4,1,3,1,4,3,3,4,4,4,1.2,4,4
11_00_0018,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.44,1,1
15_00_0001,3,4,1,4,4,1,1,4,3,3,4,4,4,4,2,2,2,1,3,3,1.15,4,2
09_00_0000,1,2,3,3,3,4,4,4,4,3,4,2,4,3,2,1,4,4,1,1,1.15,4,3
20_00_0065,1,2,4,1,3,4,3,3,3,1,4,1,4,2,4,2,4,3,4,4,1.15,4,3
22_00_0021,2,1,2,4,2,2,3,3,2,3,2,4,3,1,2,2,2,1,1,2,0.87,2,1
13_00_0003,1,2,1,2,3,2,3,2,2,1,3,4,4,2,2,1,2,2,3,2,0.87,2,1
18_00_0069,2,2,3,2,1,1,2,2,4,3,2,1,2,2,2,3,3,1,2,4,0.87,2,1
15_00_0019,2,1,1,2,3,2,2,3,1,3,1,2,3,3,3,3,2,2,1,4,0.87,2,2
21_00_0008,2,3,1,1,2,3,4,3,2,3,1,2,3,2,1,1,2,2,3,3,0.87,2,2
15_00_0007,1,1,1,1,1,2,3,3,2,3,3,3,2,3,2,1,2,3,3,2,0.83,3,1
15_00_0025,1,1,1,2,2,2,1,1,1,1,1,3,1,2,2,1,2,1,2,1,0.59,1,2
15_00_0030,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2,3,1,1,1,1,0.59,1,1
20_00_0031,3,1,1,3,4,3,3,2,1,1,3,4,4,2,4,3,4,4,4,4,1.14,4,2
16_00_0018,3,2,4,1,2,3,2,4,1,4,4,1,1,3,2,3,3,3,4,3,1.06,3,2
06_00_0034,2,1,4,4,1,2,2,2,4,3,3,2,3,1,2,2,3,2,4,4,1.02,2,4
20_00_0059,2,4,1,4,3,2,2,1,3,3,3,1,4,4,3,1,2,2,3,3,1.02,3,3
02_00_0024,3,3,2,2,2,4,3,1,3,3,2,1,1,3,3,1,3,1,3,2,0.9,3,3
12_00_0019,4,3,4,2,2,4,2,2,4,1,3,3,2,1,3,2,1,4,4,3,1.05,2,3
17_00_0001,1,4,2,3,3,3,3,4,1,4,2,2,4,2,2,2,4,4,1,3,1.05,2,1
14_00_0104,2,4,4,4,4,2,1,4,2,3,1,2,1,3,3,3,3,2,4,2,1.05,2,3
05_00_0033,2,2,1,1,1,2,2,1,1,2,1,1,1,3,2,3,2,3,2,2,0.7,2,2
11_00_0006,2,2,3,1,3,2,1,3,2,3,4,1,2,4,3,2,2,4,4,2,0.97,2,1
20_00_0042,3,4,3,1,3,2,1,4,1,2,1,3,2,2,2,3,3,4,2,3,0.97,3,3
20_00_0074,2,4,3,3,3,1,3,2,1,2,4,1,3,2,4,3,3,1,3,2,0.97,3,3
05_00_0000,4,4,4,1,4,4,3,3,4,1,4,4,4,4,2,1,3,2,4,1,1.2,4,2
10_00_0041,1,1,1,1,2,2,1,3,3,3,4,2,3,3,3,3,2,2,2,3,0.89,3,3
21_00_0005,3,1,4,3,3,2,4,2,4,3,4,1,1,4,4,4,3,4,4,1,1.16,4,3
13_00_0015,1,3,2,1,1,3,3,3,4,2,2,3,2,2,2,3,1,1,2,2,0.85,2,1
03_00_0002,1,2,2,1,2,2,3,1,2,3,2,1,4,2,3,2,2,2,2,4,0.85,2,2
20_00_0016,2,2,2,1,2,4,3,2,2,2,2,2,3,1,2,1,4,1,2,3,0.85,2,2
03_00_0000,2,2,1,3,1,4,4,3,3,4,2,4,3,2,3,4,1,4,2,4,1.08,4,1
10_00_0033,3,2,3,4,3,3,4,3,3,2,1,4,1,1,3,4,4,4,3,1,1.08,3,3
02_00_0047,2,3,2,4,2,1,2,2,2,4,3,3,1,3,2,2,4,3,2,1,0.92,2,2
24_00_0060,3,3,4,3,1,2,4,4,1,4,4,1,4,3,2,4,4,2,2,2,1.11,4,1
10_00_0006,1,4,4,2,4,1,3,4,4,2,3,3,3,2,2,4,2,4,1,4,1.11,4,2
24_00_0043,3,1,4,1,4,4,2,4,2,2,3,4,4,2,2,3,4,1,3,4,1.11,4,2
02_00_0053,1,3,1,2,1,1,2,2,1,1,1,2,1,2,2,1,2,2,3,2,0.65,1,1
14_00_0122,2,2,2,1,2,1,3,3,2,4,2,3,1,2,1,3,2,2,2,1,0.8,2,2
11_00_0011,1,3,4,1,3,4,3,2,3,1,4,1,4,3,4,4,4,4,4,3,1.14,4,3
23_00_0005,3,1,3,3,4,2,4,1,4,1,1,3,4,3,4,4,4,4,4,3,1.14,4,3
07_00_0005,2,1,2,4,2,1,3,2,2,3,2,4,4,1,3,2,2,2,2,3,0.91,2,2
19_00_0010,2,2,2,2,2,2,2,2,3,4,1,4,4,3,1,3,2,3,2,1,0.91,2,2
14_00_0106,2,1,2,1,1,1,2,2,3,2,2,2,1,2,3,2,3,2,1,1,0.68,2,1
08_00_0004,3,3,1,1,4,3,1,4,4,1,3,3,4,4,3,4,3,2,4,3,1.09,3,3
24_00_0056,1,2,4,3,3,1,3,4,2,2,4,2,4,4,3,4,3,4,1,4,1.09,4,4
20_00_0040,2,4,4,4,1,3,1,4,4,4,1,3,4,3,2,2,3,3,4,2,1.09,4,4
02_00_0032,2,4,1,3,3,4,4,3,1,4,1,4,3,4,3,1,3,3,3,4,1.09,3,3
24_00_0042,4,1,1,3,3,4,4,4,1,4,4,4,2,3,4,3,4,1,3,4,1.16,4,4
14_00_0073,2,2,2,2,2,3,4,1,4,2,1,2,4,2,4,3,2,4,3,4,1.01,2,3
14_00_0046,3,3,1,3,3,4,3,3,3,4,4,3,2,3,1,1,4,2,1,2,1.01,3,3
07_00_0001,3,2,2,1,2,2,4,4,4,4,4,4,3,4,4,1,3,4,3,1,1.12,4,3
23_00_0012,1,3,3,2,4,2,2,2,4,4,4,4,1,2,3,3,2,2,2,2,0.97,2,3
18_00_0116,4,1,3,3,3,2,2,1,3,3,3,1,4,2,4,3,3,1,3,3,0.97,3,4
20_00_0064,3,4,4,2,3,1,3,3,1,4,2,3,2,3,4,2,3,2,2,1,0.97,3,3
22_00_0023,2,3,3,4,2,2,3,4,1,2,3,3,3,1,4,4,3,2,2,1,0.97,3,3
23_00_0016,4,2,3,3,2,3,4,2,1,4,4,1,2,3,2,4,4,1,3,3,1.04,3,2
20_00_0006,3,4,1,4,2,2,1,3,3,4,2,4,2,4,1,3,3,3,4,2,1.04,3,2
18_00_0119,1,3,4,3,3,4,2,4,2,1,3,4,2,1,4,3,2,3,3,2,1,3,1
17_00_0005,3,4,3,3,4,1,3,2,3,1,2,3,2,4,2,2,1,4,3,4,1,3,2
22_00_0002,3,1,1,3,2,2,4,4,1,2,4,4,3,2,3,4,2,3,3,3,1,3,2
20_00_0115,2,2,3,3,2,3,3,3,1,4,2,1,3,4,1,3,4,4,4,2,1,3,3
14_00_0011,3,3,3,1,3,1,2,4,4,2,4,2,3,2,3,4,3,2,1,4,1,3,3
13_00_0016,2,1,1,1,2,2,2,1,1,2,3,1,2,2,1,1,1,2,1,2,0.59,1,1
20_00_0082,3,2,3,3,1,1,1,3,3,3,1,2,2,3,2,1,3,2,3,2,0.81,3,3
20_00_0027,3,3,3,1,3,2,4,4,3,3,2,2,2,1,2,1,4,2,3,2,0.92,2,3
24_00_0018,3,4,1,1,2,2,4,3,2,2,3,3,4,3,1,2,3,2,3,2,0.92,2,1
17_00_0011,1,2,3,1,3,3,2,3,2,3,1,2,2,3,2,2,2,4,4,4,0.92,2,3
05_00_0025,4,1,3,4,2,2,2,4,2,3,3,3,2,3,1,2,1,2,2,3,0.92,2,2
15_00_0038,3,3,3,3,3,3,3,3,2,1,3,1,1,2,3,4,1,3,3,1,0.92,3,3
01_00_0007,2,2,3,4,1,2,2,4,3,2,4,2,3,1,4,4,4,4,3,2,1.03,2,2
18_00_0111,2,4,4,2,2,4,2,3,4,2,4,4,4,3,3,1,2,2,3,1,1.03,2,2
02_00_0020,3,3,4,3,3,2,3,1,3,3,3,1,4,1,4,3,4,1,4,3,1.03,3,3
20_00_0034,2,4,2,2,3,2,4,4,1,4,4,4,4,2,4,3,2,4,1,4,1.1,4,4
07_00_0018,3,2,2,3,2,2,2,3,1,2,2,2,3,2,2,1,1,4,2,1,0.77,2,2
24_00_0031,2,1,2,4,2,1,4,4,3,3,2,3,1,3,4,4,4,3,3,4,1.06,4,3
06_00_0013,3,1,3,1,1,3,3,4,3,3,4,4,4,4,3,3,4,1,3,2,1.06,3,3
18_00_0066,3,3,2,2,2,2,2,1,3,4,3,3,1,1,3,2,3,2,1,3,0.84,3,2
06_00_0017,3,3,2,1,2,4,3,2,3,2,2,3,2,1,3,2,3,1,1,3,0.84,3,2
14_00_0036,2,4,4,4,1,3,4,4,4,3,2,3,4,4,3,1,4,1,2,4,1.12,4,3
09_00_0020,1,3,3,2,2,1,3,3,3,1,3,3,2,3,3,2,1,2,1,3,0.83,3,2
16_00_0023,2,3,2,2,2,2,2,1,2,2,2,1,4,1,3,3,2,3,4,2,0.83,2,3
15_00_0023,2,3,3,2,2,3,2,2,2,1,2,3,1,3,1,3,3,2,4,1,0.83,2,2
18_00_0004,4,3,1,4,3,4,1,4,1,4,4,4,4,3,3,1,3,4,4,4,1.15,4,3
09_00_0009,3,3,2,1,2,2,1,3,1,3,3,2,2,2,3,3,1,1,2,3,0.79,3,1
11_00_0007,2,3,1,2,3,2,1,2,1,3,1,3,3,2,1,3,3,2,3,2,0.79,3,1
22_00_0013,3,2,2,1,1,2,2,3,2,3,1,2,1,4,2,2,2,3,2,3,0.79,2,2
18_00_0098,3,2,2,3,2,3,2,4,2,4,2,3,4,4,4,1,4,4,4,1,1.04,4,4
18_00_0048,3,4,1,4,3,3,3,1,4,3,4,1,4,3,4,3,3,1,3,3,1.04,3,3
18_00_0113,4,3,3,2,2,2,3,2,2,1,2,3,1,3,4,1,2,3,2,3,0.86,2,4
17_00_0010,3,1,3,2,1,3,4,2,2,3,2,3,2,4,3,2,3,2,1,2,0.86,2,2
11_00_0001,2,1,3,3,4,3,1,4,4,2,4,4,2,4,4,3,4,1,3,3,1.07,4,2
20_00_0012,2,2,4,1,1,4,4,3,2,3,2,2,4,2,4,4,3,4,4,4,1.07,4,2
08_00_0012,2,3,2,1,3,4,4,3,4,4,3,4,4,4,3,3,4,2,1,1,1.07,4,3
22_00_0043,3,2,2,4,4,4,3,3,4,2,3,4,1,4,4,1,3,3,4,1,1.07,4,4
24_00_0096,3,2,2,3,2,3,3,1,4,4,2,2,1,1,3,3,3,3,4,2,0.92,3,3
14_00_0072,2,1,3,2,3,1,3,3,3,2,3,2,3,2,4,4,3,1,4,3,0.92,3,3
20_00_0014,2,2,1,1,2,4,3,2,2,2,4,3,4,3,4,3,3,4,2,4,0.99,2,3
14_00_0111,3,3,4,3,1,3,3,4,4,3,3,1,4,3,3,1,3,2,1,3,0.99,3,2
14_00_0076,1,2,3,2,4,2,3,2,4,4,4,2,2,4,4,2,2,2,2,3,0.95,2,4
22_00_0035,3,2,2,2,4,3,3,2,1,3,4,2,1,4,4,2,3,4,3,2,0.95,2,3
21_00_0007,4,2,3,4,4,1,3,3,4,2,3,2,2,2,4,2,3,3,1,2,0.95,2,3
24_00_0067,3,2,2,2,3,2,3,2,3,3,2,3,4,1,4,4,4,1,2,4,0.95,2,1
18_00_0001,4,4,4,3,4,3,4,3,1,1,4,3,4,4,3,2,4,4,1,2,1.09,4,2
15_00_0004,3,3,1,1,2,3,3,3,4,4,2,2,4,1,4,3,3,3,4,3,0.98,3,2
06_00_0029,2,4,3,1,3,1,4,4,3,3,1,4,4,3,3,2,3,3,3,2,0.98,3,3
20_00_0072,3,3,1,2,4,3,1,3,4,1,3,2,3,4,3,4,3,4,2,3,0.98,3,3
24_00_0093,3,2,4,4,2,1,4,4,3,3,2,3,4,2,4,3,2,2,1,4,1.01,4,2
10_00_0010,2,4,1,2,3,2,4,3,2,3,4,2,4,1,4,2,3,3,4,4,1.01,4,2
20_00_0038,3,4,2,2,1,2,3,3,3,3,4,1,2,2,4,2,4,4,4,4,1.01,4,3
18_00_0112,3,1,4,3,2,4,3,4,3,2,2,1,4,4,2,2,4,4,2,3,1.01,4,3
14_00_0059,3,1,3,4,4,1,3,2,1,3,3,4,3,4,3,4,2,4,2,3,1.01,3,2
20_00_0057,3,4,3,3,4,2,3,1,4,3,3,1,4,2,4,2,4,1,3,3,1.01,3,4
10_00_0031,4,3,3,3,4,1,3,1,4,3,3,2,1,4,4,2,3,4,3,2,1.01,3,2
14_00_0015,4,1,3,3,4,4,4,4,3,4,4,1,3,2,3,2,4,1,4,3,1.07,4,3
06_00_0025,1,1,4,3,4,3,4,2,4,2,4,4,3,2,2,4,4,4,2,4,1.07,4,3
20_00_0067,2,3,4,3,4,3,1,4,4,1,3,3,4,4,1,4,3,4,4,2,1.07,4,4
14_00_0093,3,4,1,3,3,2,2,3,4,3,2,3,1,2,1,3,2,2,2,3,0.86,3,3
03_00_0014,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,0.48,1,2
20_00_0060,3,4,4,3,2,1,3,3,2,3,4,4,2,4,2,2,1,4,3,4,0.99,4,3
02_00_0037,4,3,2,3,2,4,4,4,4,3,3,2,1,2,2,4,4,3,3,1,0.99,4,3
18_00_0091,3,2,2,2,1,2,1,2,2,3,3,2,1,3,3,2,2,2,4,2,0.75,2,2
09_00_0007,4,2,3,1,2,4,3,4,1,4,4,2,3,3,4,4,4,2,2,3,1.02,4,2
20_00_0111,3,2,1,3,4,3,1,4,4,1,3,3,4,4,3,4,3,2,4,3,1.02,3,4
19_00_0000,2,2,3,1,1,4,3,4,2,3,4,4,4,2,4,3,4,2,4,3,1.02,4,3
20_00_0091,3,4,2,3,4,2,3,1,4,3,4,1,4,3,4,3,4,1,3,3,1.02,3,3
24_00_0030,2,3,3,2,1,2,2,2,4,2,2,2,2,3,3,2,1,2,2,4,0.78,2,4
06_00_0030,4,3,4,4,3,4,1,4,4,2,1,3,4,4,4,1,4,4,3,3,1.08,4,4
14_00_0117,3,2,4,2,3,3,1,4,3,3,3,1,4,3,1,3,3,2,3,2,0.91,3,2
14_00_0078,3,4,4,1,3,3,2,3,2,3,3,2,4,3,2,3,1,3,1,3,0.91,3,4
12_00_0010,2,4,3,1,2,2,3,2,3,3,2,1,3,4,2,2,3,4,3,4,0.91,2,2
07_00_0004,2,2,1,3,4,2,3,4,1,3,4,4,3,2,2,3,3,4,3,2,0.94,3,2
18_00_0043,3,1,3,2,2,2,4,3,1,2,2,3,4,3,2,3,4,3,4,4,0.94,3,2
05_00_0018,3,3,2,2,2,1,3,2,3,3,4,3,3,4,2,2,1,4,4,4,0.94,3,2
02_00_0029,3,4,2,2,4,4,2,2,2,1,2,2,3,4,3,2,3,2,4,4,0.94,2,1
20_00_0092,4,4,4,1,3,3,3,2,3,3,3,4,1,3,2,2,1,3,3,3,0.94,3,4
20_00_0071,3,2,4,1,2,1,3,2,2,4,4,3,2,3,4,2,4,3,3,3,0.94,3,3
24_00_0025,3,2,3,1,3,2,3,2,1,1,3,4,4,3,4,3,3,4,3,3,0.94,3,3
20_00_0085,4,4,3,2,3,3,3,1,3,3,3,1,2,2,4,3,4,1,3,3,0.94,3,3
23_00_0009,2,4,2,3,2,1,3,3,4,1,4,4,3,2,4,4,4,4,4,4,1.04,4,3
14_00_0083,3,1,2,1,4,4,3,4,3,3,1,4,3,4,4,3,4,3,4,4,1.04,4,4
18_00_0019,2,3,2,1,3,2,2,2,3,2,1,3,1,2,3,3,2,4,2,2,0.77,2,2
24_00_0002,2,1,3,3,2,3,3,2,3,2,3,1,4,2,2,3,2,1,3,3,0.8,3,1
15_00_0039,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0.4,1,2
17_00_0022,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,0.4,1,1
01_00_0019,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,0.4,1,1
09_00_0004,3,3,4,2,4,3,4,1,4,2,4,3,4,4,4,3,2,1,2,3,1,4,2
10_00_0004,3,4,1,2,4,2,1,3,3,3,3,2,4,2,2,2,3,4,3,3,0.9,3,2
08_00_0005,2,2,3,3,4,2,1,4,4,1,4,3,4,4,3,3,3,4,4,2,1,4,3
23_00_0014,4,1,2,3,4,3,4,3,3,4,4,1,2,4,4,4,3,2,3,2,1,4,3
09_00_0001,1,3,3,2,3,4,3,2,3,4,2,4,2,4,4,4,4,1,4,3,1,4,3
22_00_0015,2,3,3,2,4,4,2,4,4,1,3,3,1,4,4,4,4,2,3,3,1,4,3
08_00_0001,4,1,3,2,3,3,4,4,4,3,4,2,3,2,2,3,4,1,4,4,1,4,3
14_00_0001,2,4,4,4,2,1,2,4,4,2,2,2,3,4,3,4,2,4,3,4,1,4,3
18_00_0070,2,1,4,1,1,3,3,3,4,3,3,3,4,3,3,2,3,3,2,3,0.9,3,2
14_00_0108,2,2,2,2,1,3,2,2,1,1,2,2,1,2,3,1,2,1,2,2,0.6,2,1
21_00_0011,2,2,1,1,3,2,1,2,2,2,1,3,2,2,1,2,2,2,1,2,0.6,2,1
16_00_0014,3,3,3,1,4,3,2,4,4,1,3,3,4,4,3,4,3,1,4,3,1,3,3
20_00_0011,4,3,2,2,3,3,4,3,3,1,1,3,4,4,3,2,4,2,2,3,0.93,3,2
20_00_0049,2,4,4,2,2,4,3,3,1,3,2,2,3,2,2,2,4,3,4,4,0.93,2,3
14_00_0030,1,4,2,2,3,2,4,2,4,3,4,2,4,4,2,2,2,3,3,3,0.93,2,3
20_00_0043,3,2,3,3,4,4,2,1,1,3,3,3,1,3,3,4,4,3,3,3,0.93,3,3
20_00_0005,4,3,1,4,3,3,3,2,4,3,3,1,2,4,3,1,3,3,3,3,0.93,3,3
06_00_0023,3,4,3,4,1,4,3,4,3,2,4,4,3,3,1,4,4,4,4,1,1.06,4,3
20_00_0022,2,4,4,2,3,1,4,3,3,4,4,4,4,4,2,1,4,2,4,4,1.06,4,3
09_00_0003,3,3,2,2,4,3,1,2,4,3,4,2,3,2,4,4,3,3,1,4,0.96,3,1
06_00_0015,1,3,4,1,4,1,3,4,3,3,4,3,3,4,2,3,3,3,3,2,0.96,3,1
12_00_0004,3,3,4,3,4,3,4,2,1,4,2,2,2,3,3,1,4,3,2,4,0.96,3,3
20_00_0025,1,3,3,2,3,1,2,3,2,1,2,3,2,3,3,4,3,3,3,4,0.86,3,2
16_00_0021,2,2,3,1,4,2,4,2,2,2,3,3,3,3,4,2,1,3,2,3,0.86,2,2
20_00_0009,3,4,4,3,4,3,3,1,4,1,2,4,4,1,4,4,4,4,4,4,1.09,4,3
09_00_0010,4,3,4,4,4,3,4,3,4,4,4,4,1,4,1,2,1,4,4,3,1.09,4,3
19_00_0017,2,3,3,3,2,2,2,3,3,3,3,2,3,1,2,1,2,2,1,4,0.79,2,2
16_00_0000,4,4,2,4,4,4,1,3,1,3,4,4,2,3,4,2,3,4,3,2,1.02,4,2
20_00_0113,2,3,4,3,4,3,4,3,3,3,1,3,1,1,4,4,3,4,4,4,1.02,3,4
17_00_0017,2,3,3,4,4,2,3,4,1,4,4,4,4,3,4,1,3,2,4,2,1.02,4,3
24_00_0068,1,1,3,3,2,3,4,4,3,3,4,4,4,4,3,3,4,1,4,3,1.02,3,3
18_00_0114,2,2,3,2,4,4,1,2,2,4,2,2,4,4,4,4,3,3,3,3,0.94,2,3
06_00_0014,3,2,4,3,2,2,3,4,1,2,4,2,4,4,4,3,2,3,2,4,0.94,2,3
24_00_0033,3,4,2,3,4,3,3,1,2,4,4,4,3,2,3,3,3,1,4,2,0.94,3,4
20_00_0110,2,2,1,4,3,4,4,4,1,2,3,4,3,3,2,3,3,4,3,3,0.94,3,4
24_00_0109,3,2,1,2,4,2,2,4,3,3,4,4,4,2,4,4,3,2,2,3,0.94,2,2
16_00_0001,2,2,2,4,3,4,3,3,2,3,1,2,2,4,2,4,4,3,4,4,0.94,2,2
14_00_0052,3,2,3,3,4,4,3,2,1,4,3,4,4,3,2,3,1,2,3,4,0.94,3,3
24_00_0080,3,3,2,3,3,1,3,4,4,1,4,4,2,3,3,2,4,4,2,3,0.94,3,3
14_00_0045,2,2,3,1,3,2,3,4,2,4,4,1,3,4,3,3,3,4,3,4,0.94,3,3
24_00_0051,4,3,2,3,3,2,4,4,4,3,4,3,2,4,1,2,3,1,3,3,0.94,3,3
11_00_0009,3,1,2,4,3,4,2,2,3,1,3,3,4,4,3,3,2,3,4,4,0.94,3,3
23_00_0004,2,1,3,1,3,3,4,3,4,4,2,2,4,3,2,4,4,3,3,4,0.97,3,1
18_00_0049,4,2,3,3,2,3,4,1,3,4,4,4,4,4,3,1,3,2,3,2,0.97,3,4
20_00_0087,4,2,3,4,4,1,3,3,4,4,3,3,2,3,4,3,2,2,1,4,0.97,3,4
18_00_0014,3,3,2,2,4,3,4,1,4,4,4,2,4,4,4,2,2,2,2,3,0.97,4,3
02_00_0012,4,4,1,2,4,3,3,3,4,4,3,3,1,2,4,3,4,3,2,2,0.97,3,3
14_00_0002,1,4,3,3,4,3,3,2,2,4,4,4,3,2,3,3,2,4,4,1,0.97,3,3
20_00_0106,4,4,3,4,3,4,3,3,2,1,3,4,4,2,3,2,4,3,2,1,0.97,3,3
01_00_0010,2,4,2,2,1,2,2,2,4,3,3,2,2,3,3,2,2,2,2,4,0.8,2,3
23_00_0001,1,4,3,3,4,4,2,4,3,3,4,3,3,4,4,2,1,2,4,4,0.99,4,2
18_00_0016,2,4,1,1,4,3,2,4,4,3,2,4,3,4,3,4,3,4,4,3,0.99,4,3
08_00_0002,4,4,4,1,3,1,2,4,4,3,2,3,3,2,4,4,4,3,3,4,0.99,4,3
18_00_0038,2,2,3,4,1,3,1,3,2,4,4,4,3,4,4,3,3,4,4,4,0.99,4,3
02_00_0025,2,4,3,4,3,4,2,3,4,4,4,4,4,1,3,2,1,4,3,3,0.99,4,3
20_00_0093,1,2,2,2,4,4,4,4,3,3,1,3,4,4,4,3,4,3,4,3,0.99,4,4
10_00_0002,4,4,4,4,3,3,4,1,3,4,4,4,4,3,4,4,1,4,1,3,1.05,4,2
06_00_0004,4,1,3,4,4,1,4,2,4,2,3,4,4,2,4,4,4,4,4,4,1.05,4,2
02_00_0036,4,2,2,3,2,2,4,2,2,2,3,2,1,3,3,4,3,3,4,4,0.89,2,3
19_00_0008,2,3,2,2,3,2,3,3,1,4,3,4,4,2,3,3,4,3,3,1,0.89,3,3
24_00_0070,2,3,3,4,2,4,1,4,3,2,3,3,3,4,3,2,2,3,1,3,0.89,3,3
24_00_0062,3,3,1,4,3,3,4,4,4,2,2,2,4,2,4,2,2,3,4,4,0.95,4,2
01_00_0005,4,1,2,3,2,2,4,4,4,4,2,2,2,3,3,4,3,3,4,4,0.95,4,2
02_00_0001,2,2,3,4,3,4,2,4,3,4,3,4,4,2,4,3,1,2,4,2,0.95,4,2
16_00_0017,4,2,2,4,3,4,1,3,3,4,2,2,3,4,3,4,2,4,2,4,0.95,4,2
20_00_0047,3,4,3,2,1,2,3,4,3,2,4,4,3,4,3,1,3,3,4,4,0.95,3,3
20_00_0003,4,3,1,4,4,3,4,1,1,4,4,4,4,3,3,3,3,4,3,3,1.01,4,3
24_00_0112,4,3,4,3,2,4,4,1,3,4,3,2,2,4,4,4,4,1,4,3,1.01,4,3
20_00_0096,3,4,3,4,4,4,3,2,4,3,4,4,1,2,4,1,4,3,2,4,1.01,4,3
14_00_0065,3,4,3,1,4,3,3,3,4,1,3,4,4,4,4,1,4,3,4,3,1.01,4,4
12_00_0018,3,3,4,3,1,4,4,1,4,4,4,4,4,3,2,4,2,3,4,2,1.01,4,4
18_00_0077,1,4,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,3,3,1,1.07,4,4
24_00_0003,2,1,3,4,4,3,4,2,3,2,1,3,4,4,4,3,3,3,4,4,0.97,4,2
02_00_0027,2,4,3,3,4,2,3,1,4,3,4,2,4,4,4,1,3,3,4,3,0.97,4,3
02_00_0013,3,3,3,2,2,4,4,2,2,2,4,3,2,4,3,1,3,2,2,3,0.84,2,3
09_00_0016,3,2,4,2,3,4,3,2,3,3,2,3,1,3,2,3,3,4,3,1,0.84,3,2
05_00_0015,2,2,3,2,2,2,3,3,4,4,2,3,3,1,3,4,4,2,3,4,0.87,2,3
06_00_0028,3,2,3,3,4,4,4,2,2,3,3,2,4,2,2,3,4,2,3,1,0.87,2,3
13_00_0010,3,3,3,4,4,3,1,3,1,3,3,4,4,3,2,2,3,2,2,3,0.87,3,2
22_00_0033,3,3,4,2,1,3,3,4,2,2,4,3,1,3,3,3,3,3,2,4,0.87,3,3
20_00_0070,3,3,1,3,1,3,2,2,2,3,3,2,2,2,2,3,2,1,2,2,0.68,2,2
02_00_0048,2,2,1,3,2,2,3,2,3,3,2,1,3,3,3,2,3,3,1,2,0.71,3,3
01_00_0009,2,3,3,2,2,3,3,3,1,4,3,3,1,2,3,3,3,1,3,3,0.8,3,2
12_00_0003,4,3,3,2,2,4,3,3,2,4,4,3,4,2,4,3,1,2,2,3,0.89,3,2
18_00_0037,3,3,2,4,2,4,2,2,4,2,3,2,4,4,2,2,2,4,3,4,0.89,2,3
21_00_0003,3,3,2,2,2,2,3,2,2,3,1,4,4,3,4,4,4,3,3,4,0.89,3,3
20_00_0104,3,3,2,4,2,4,2,4,3,3,4,3,4,4,3,2,1,2,2,3,0.89,3,3
20_00_0097,4,3,2,4,2,4,2,2,4,2,3,3,3,4,3,2,1,3,3,4,0.89,3,3
05_00_0027,3,3,4,1,2,4,3,3,2,1,3,4,4,3,4,3,3,3,3,2,0.89,3,3
14_00_0014,1,3,4,2,3,4,3,3,3,3,3,1,4,2,4,3,3,3,2,4,0.89,3,3
23_00_0000,3,4,1,3,3,3,4,3,4,2,3,4,4,3,1,2,2,3,4,3,0.92,3,1
08_00_0015,3,4,4,1,3,3,2,3,3,3,3,4,4,3,1,2,2,4,3,4,0.92,3,2
22_00_0014,2,4,2,2,1,4,4,3,4,2,4,2,3,4,4,4,4,3,4,4,0.98,4,2
18_00_0096,4,3,1,1,3,2,3,4,4,4,4,3,4,2,4,4,4,3,3,4,0.98,4,4
12_00_0014,2,2,2,2,2,2,3,3,1,2,2,4,4,2,2,2,2,3,3,2,0.73,2,1
22_00_0026,1,4,2,3,4,3,2,4,4,3,3,4,4,3,4,3,4,3,3,1,0.94,3,4
14_00_0102,3,3,4,4,3,3,3,3,2,1,4,4,4,1,4,4,3,2,4,3,0.94,3,3
23_00_0010,1,3,4,2,3,3,2,1,4,3,3,4,4,3,4,3,4,4,4,3,0.94,3,3
16_00_0005,3,4,3,1,4,4,3,2,4,4,3,3,1,4,2,4,3,3,4,3,0.94,3,3
24_00_0038,4,3,4,4,2,3,1,4,4,4,3,1,3,4,4,4,4,2,4,4,1,4,3
22_00_0005,2,4,1,2,3,2,4,3,4,4,4,4,3,4,2,2,4,3,4,4,0.96,4,1
14_00_0006,2,4,4,3,3,4,4,3,3,1,3,4,2,4,3,4,3,4,4,1,0.96,4,2
14_00_0096,3,3,1,3,4,3,4,3,2,4,3,4,4,4,4,4,1,4,2,3,0.96,4,3
02_00_0021,4,3,2,3,2,4,4,2,2,4,2,4,3,4,4,4,4,1,4,3,0.96,4,3
19_00_0001,1,2,3,2,3,3,3,1,4,4,3,4,4,4,4,4,4,4,4,4,0.99,4,3
20_00_0029,4,3,4,2,2,2,4,3,4,4,4,4,4,4,2,4,2,4,4,1,0.99,4,4
